ticker,cik,name,sic,simfin_industry_id,exchange,ipo_date,delist_date,capture_date
SCG,9000107,SCANA Corp,9999,105001,NYSE,30/12/1987,31/12/2018,30/09/2019
SCHL,866729,Scholastic Corp,2731,103026,NASDAQ,25/02/1992,31/12/9998,30/09/2015
SCHN,912603,Schnitzer Steel Industries Inc,5090,103015,NASDAQ,16/11/1993,31/12/9998,30/09/2015
SCHW,316709,Charles Schwab Corp,6211,104003,NYSE,30/06/1989,31/12/9998,30/09/2015
SCI,89089,Service Corporation International,7200,102001,NYSE,23/07/1987,31/12/9998,30/09/2015
SCL,94049,Stepan Company,2840,102002,NYSE,17/03/1992,31/12/9998,30/09/2015
SCND,87802,NVS,3826,101001,NVS,01/01/1900,01/01/1900,30/09/2015
SCOR,1158172,Comscore Inc,7389,103011,NASDAQ,27/06/2007,31/12/9998,30/09/2015
SCRH,9000108,NVS,9999,100001,NVS,01/01/1900,01/01/1900,30/09/2015
SCS,1050825,Steelcase Inc,2522,100001,NYSE,18/02/1998,31/12/9998,30/09/2015
SCSC,918965,Scansource Inc,5045,101001,NASDAQ,18/03/1994,31/12/9998,30/09/2015
SCVL,895447,Shoe Carnival Inc,5661,103002,NASDAQ,16/03/1993,31/12/9998,30/09/2015
SCWX,1468666,SecureWorks Corp,7372,101003,NASDAQ,22/04/2016,31/12/9998,30/09/2016
SCX,93676,The LS Starrett Company,3420,100001,NYSE,30/12/1987,31/12/9998,30/09/2015
SE,1703399,Sea Limited ADR Class A,7380,101003,NYSE,20/10/2017,31/12/9998,30/09/2018
SEAS,1564902,SeaWorld Entertainment Inc,7990,103015,NYSE,19/04/2013,31/12/9998,30/09/2015
SEB,88121,Seaboard Corp,6221,100013,NYSE,17/03/1980,31/12/9998,30/09/2015
SEDG,1419612,SolarEdge Technologies Inc,3674,101004,NASDAQ,26/03/2015,31/12/9998,30/09/2015
SEE,1012100,Sealed Air Corp,2820,103018,NYSE,30/12/1987,31/12/9998,30/09/2015
SEIC,350894,SEI Investments Company,6211,104001,NASDAQ,26/03/1990,31/12/9998,30/09/2015
SEM,1320414,Select Medical Holdings Corp,8060,106011,NYSE,25/09/2009,31/12/9998,30/09/2015
SEMG,1489136,SemGroup Corp,1389,107004,NYSE,15/10/2010,05/12/2019,30/09/2020
SEP,1394074,Spectra Energy Partners LP,4922,107003,NYSE,26/07/2007,14/12/2018,30/09/2019
SERV,1428875,ServiceMaster Global Holdings Inc,8741,100002,NYSE,26/06/2014,31/12/9998,30/09/2015
SEV,9000109,Sevcon Inc,9999,101004,NASDAQ,19/03/1992,06/10/2017,30/09/2018
SF,720672,Stifel Financial Corp,6211,104003,NYSE,19/07/1983,31/12/9998,30/09/2015
SFB,720672,STIFEL FINANCIAL CORP,6211,999999,NYSE,17/10/2017,31/12/9998,30/09/2018
SFBC,1541119,Sound Financial Bancorp Inc,6035,104002,NASDAQ,09/01/2008,31/12/9998,30/09/2015
SFBS,1430723,ServisFirst Bancshares Inc,6022,104002,NASDAQ,14/05/2014,31/12/9998,30/09/2015
SFD,91388,NVS,9999,100001,NVS,01/01/1900,01/01/1900,30/09/2015
SFIX,1576942,Stitch Fix Inc,5961,103002,NASDAQ,17/11/2017,31/12/9998,30/09/2018
SFLY,1125920,Shutterfly Inc,7384,103020,NASDAQ,29/09/2006,25/09/2019,30/09/2019
SFM,1575515,Sprouts Farmers Market Inc,5411,102001,NASDAQ,01/08/2013,31/12/9998,30/09/2015
SFN,720672,STIFEL FINANCIAL CORP,6211,999999,NYSE,04/01/2016,03/08/2016,30/09/2016
SFNC,90498,Simmons First National Corp Class A,6021,104002,NASDAQ,02/11/1992,31/12/9998,30/09/2015
SFR,1579471,Starwood Waypoint Residential Trust,6798,109001,NYSE,04/01/2016,17/11/2017,30/09/2018
SFS,1563407,Smart Final Stores Inc,5411,102001,NYSE,24/09/2014,28/06/2019,30/09/2019
SGA,886136,Saga Communications Inc. Class A,4832,103001,NASDAQ,12/10/1993,31/12/9998,30/09/2015
SGEN,1060736,Seattle Genetics Inc,2836,106002,NASDAQ,09/03/2001,31/12/9998,30/09/2015
SGM,1454389,Stonegate Mortgage Corp,6162,999999,NYSE,10/10/2013,01/06/2017,30/09/2017
SGMA,915358,Sigmatron International Inc,3672,101001,NASDAQ,09/02/1994,31/12/9998,30/09/2015
SGMO,1001233,Sangamo Biosciences Inc,2836,106002,NASDAQ,06/04/2000,31/12/9998,30/09/2015
SGMS,750004,Scientific Games Corp,7373,100003,NASDAQ,23/04/1992,31/12/9998,30/09/2015
SGYP,1347613,NVS,2834,106005,NVS,01/01/1900,01/01/1900,30/09/2015
SHAK,1620533,Shake Shack Inc,5810,103003,NYSE,30/01/2015,31/12/9998,30/09/2015
SHEN,354963,Shenandoah Telecommunications Company,4813,108001,NASDAQ,26/04/1999,31/12/9998,30/09/2015
SHLD,9000110,Sears Holdings Corp,9999,103002,NASDAQ,01/05/2003,27/03/2018,30/09/2018
SHLM,87565,A. Schulman Inc,2821,110001,NASDAQ,09/07/1986,22/08/2018,30/09/2018
SHLO,904979,Shiloh Industries Inc,3460,100001,NASDAQ,29/06/1993,31/12/9998,30/09/2015
SHLX,1610466,Shell Midstream Partners LP,4610,107003,NYSE,29/10/2014,31/12/9998,30/09/2015
SHO,1295810,Sunstone Hotel Investors Inc,7011,109001,NYSE,21/10/2004,31/12/9998,30/09/2015
SHOO,913241,Steven Madden Ltd,3140,103004,NASDAQ,13/12/1993,31/12/9998,30/09/2015
SHOR,1388133,ShoreTel Inc,3661,101005,NASDAQ,03/07/2007,25/09/2017,30/09/2017
SHOS,1548309,Sears Hometown and Outlet Stores Inc,5311,109001,NASDAQ,12/10/2012,23/10/2019,30/09/2020
SHPG,936402,Shire plc,2834,999999,NASDAQ,25/03/1998,08/01/2019,30/09/2019
SHW,89800,SherwinWilliams Company,5200,110001,NYSE,01/07/1985,31/12/9998,30/09/2015
SIG,832988,Signet Jewelers Ltd,5944,103002,NYSE,31/10/1994,31/12/9998,30/09/2015
SIGI,230557,Selective Insurance Group,6331,104006,NASDAQ,26/03/1990,31/12/9998,30/09/2015
SIGM,790715,NVS,3674,101004,NVS,01/01/1900,01/01/1900,30/09/2015
SIGN,9000112,NVS,9999,100013,NVS,01/01/1900,01/01/1900,30/09/2015
SINO,1422892,SinoGlobal Shipping America Ltd,4731,100010,NASDAQ,21/05/2008,31/12/9998,30/09/2015
SIR,1537667,Select Income REIT,6798,109001,NASDAQ,07/03/2012,31/12/2018,30/09/2019
SIRI,908937,Sirius XM Holdings Inc,4832,103001,NASDAQ,13/09/1994,31/12/9998,30/09/2015
SITC,894315,SITE Centers Corp,6798,109001,NYSE,02/01/2001,31/12/9998,30/09/2015
SITE,1650729,SiteOne Landscape Supply Inc,700,100005,NYSE,12/05/2016,31/12/9998,30/09/2016
SIVB,719739,SVB Financial Group,6022,104002,NASDAQ,26/03/1990,31/12/9998,30/09/2015
SIVBO,719739,SVB FINANCIAL GROUP,6022,999999,NASDAQ,16/03/2004,28/12/2017,30/09/2018
SIVBP,719739,SVB FINANCIAL GROUP,6022,999999,NASDAQ,03/12/2019,31/12/9998,30/09/2020
SIX,701374,Six Flags Entertainment Corp,7990,103015,NYSE,11/05/2010,31/12/9998,30/09/2015
SJI,91928,South Jersey Industries Inc,4924,105001,NYSE,30/12/1987,31/12/9998,30/09/2015
SJIJ,91928,SOUTH JERSEY INDUSTRIES INC,4924,999999,NYSE,18/09/2019,31/12/9998,30/09/2019
SJIV,91928,SOUTH JERSEY INDUSTRIES INC,4924,999999,NYSE,18/03/2021,31/12/9998,30/09/2021
SJM,91419,J.M. Smucker Company,2033,102002,NYSE,31/10/1994,31/12/9998,30/09/2015
SJW,766829,SJW Group,4941,999999,NYSE,01/06/1972,31/12/9998,30/09/2015
SKT,899715,Tanger Factory Outlet Centers Inc,6798,109001,NYSE,28/05/1993,31/12/9998,30/09/2015
SKX,1065837,Skechers USA Inc,3140,103004,NYSE,09/06/1999,31/12/9998,30/09/2015
SKY,90896,Skyline Corp,2451,103013,NYSE,31/12/1981,31/12/9998,30/09/2015
SKYW,793733,SkyWest Inc,4512,100006,NASDAQ,26/03/1990,31/12/9998,30/09/2015
SLAB,1038074,Silicon Laboratories,3674,101005,NASDAQ,24/03/2000,31/12/9998,30/09/2015
SLB,87347,Schlumberger Ltd,1389,107004,NYSE,31/12/1981,31/12/9998,30/09/2015
SLCA,1524741,US Silica Holdings Inc,1400,110004,NYSE,01/02/2012,31/12/9998,30/09/2015
SLG,1040971,SL Green Realty Corp,6798,109001,NYSE,15/08/1997,31/12/9998,30/09/2015
SLGN,849869,Silgan Holdings Inc,3411,100005,NASDAQ,14/02/1997,31/12/9998,30/09/2015
SLM,1032033,SLM Corp,6141,104007,NASDAQ,05/01/1988,31/12/9998,30/09/2015
SLMAP,1032033,SLM Corp,6141,999999,NASDAQ,09/10/2003,14/07/2017,30/09/2017
SLMBP,1032033,SLM Corp,6141,999999,NASDAQ,11/07/2005,31/12/9998,30/09/2015
SLNM,1084332,NVS,7310,999999,NVS,01/01/1900,01/01/1900,30/09/2015
SM,893538,SM Energy Company,1311,107002,NYSE,21/12/1992,31/12/9998,30/09/2015
SMA,1292055,Symmetry Medical Inc,9999,100001,NYSE,09/12/2004,10/12/2014,30/09/2015
SMCI,1375365,Super Micro Computer Inc,3571,101005,NASDAQ,29/03/2007,31/12/9998,30/09/2015
SMED,898770,Sharps Compliance Corp,4955,100004,NASDAQ,24/05/1999,31/12/9998,30/09/2015
SMG,825542,Scotts MiracleGro Company,2870,110003,NYSE,31/01/1992,31/12/9998,30/09/2015
SMID,924719,NVS,3272,999999,NVS,01/01/1900,01/01/1900,30/09/2015
SMIT,922612,Schmitt Industries Inc,3823,101001,NASDAQ,31/01/1995,31/12/9998,30/09/2015
SMLP,1549922,Summit Midstream Partners LP,4922,107003,NYSE,28/09/2012,31/12/9998,30/09/2015
SMP,93389,Standard Motor Products Inc,3714,103005,NYSE,30/12/1987,31/12/9998,30/09/2015
SMPL,1702744,Simplicity Bancorp Inc,2000,102002,NASDAQ,10/07/2017,31/12/9998,30/09/2017
SMRT,884940,NVS,5651,103002,NVS,01/01/1900,01/01/1900,30/09/2015
SMSI,948708,Smith Micro Software Inc,7372,101003,NASDAQ,19/09/1995,31/12/9998,30/09/2015
SMTC,88941,Semtech Corp,3674,101004,NASDAQ,17/03/1992,31/12/9998,30/09/2015
SNA,91440,Snapon Inc,3420,100001,NYSE,01/07/1985,31/12/9998,30/09/2015
SNAK,9000113,Inventure Foods Inc,9999,102002,NASDAQ,06/12/1996,14/12/2017,30/09/2018
SNAP,1564408,Snap Inc,7370,101002,NYSE,02/03/2017,31/12/9998,30/09/2017
SNBR,827187,Sleep Number Corp,2510,103004,NASDAQ,04/12/1998,31/12/9998,30/09/2015
SNCR,1131554,Synchronoss Technologies Inc,7371,101003,NASDAQ,15/06/2006,31/12/9998,30/09/2015
SNCRL,1131554,SYNCHRONOSS TECHNOLOGIES INC,7371,999999,NASDAQ,07/07/2021,31/12/9998,30/09/2021
SNDK,1000180,SanDisk Corp,9999,101001,NASDAQ,08/11/1995,20/05/2016,30/09/2016
SNDR,1692063,Schneider National Inc,4213,100010,NYSE,06/04/2017,31/12/9998,30/09/2017
SNH,1075415,NVS,6798,109001,NVS,01/01/1900,01/01/1900,30/09/2015
SNHY,9000114,NVS,9999,100001,NVS,01/01/1900,01/01/1900,30/09/2015
SNI,1430602,Scripps Networks Interactive Inc,4841,103001,NYSE,12/06/2008,16/03/2018,30/09/2018
SNOW,1587755,Intrawest Resorts Holdings Inc,7990,103015,NYSE,31/01/2014,01/08/2017,30/09/2017
SNPS,883241,Synopsys Inc,7372,101003,NASDAQ,26/02/1992,31/12/9998,30/09/2015
SNR,1610114,New Senior Investment Group Inc,6798,109001,NYSE,27/10/2014,31/12/9998,30/09/2015
SNR,1610114,New Senior Investment Group Inc.,6798,999999,NYSE,27/10/2014,21/09/2021,30/09/2021
SNV,18349,Synovus Financial Corp,6021,104002,NYSE,12/01/1990,31/12/9998,30/09/2015
SNX,1177394,SYNNEX Corp,5045,100002,NYSE,25/11/2003,31/12/9998,30/09/2015
SO,92122,The Southern Company,4911,105001,NYSE,31/12/1981,31/12/9998,30/09/2015
SOFO,9000115,NVS,9999,101003,NVS,01/01/1900,01/01/1900,30/09/2015
SOHO,9000116,Sotherly Hotels Inc,9999,109001,NASDAQ,17/12/2004,31/12/9998,30/09/2015
SOHU,1734107,Sohucom Inc,7374,101002,NASDAQ,12/07/2000,31/12/9998,30/09/2015
SOJC,92122,SOUTHERN CO,4911,999999,NYSE,28/11/2017,31/12/9998,30/09/2018
SOJD,92122,SOUTHERN CO,4911,999999,NYSE,14/01/2020,31/12/9998,30/09/2020
SOJE,92122,SOUTHERN CO,4911,999999,NYSE,23/09/2020,31/12/9998,30/09/2020
SON,91767,Sonoco Products Company,2650,100005,NYSE,11/06/1985,31/12/9998,30/09/2015
SONC,868611,Sonic Corp,5812,103003,NASDAQ,28/02/1991,10/12/2018,30/09/2019
SONO,1314727,Sonos Inc,3651,103001,NASDAQ,02/08/2018,31/12/9998,30/09/2018
SONS,9000117,Sonus Networks Inc,9999,108001,NASDAQ,25/05/2000,28/11/2017,30/09/2018
SORL,714284,SORL Auto Parts Inc,3714,103005,NASDAQ,10/11/2005,15/05/2020,30/09/2020
SOTK,806172,NVS,3690,101001,NVS,01/01/1900,01/01/1900,30/09/2015
SP,1059262,SP Plus Corp,7510,103002,NASDAQ,02/06/2004,31/12/9998,30/09/2015
SPAN,718924,SpanAmerica Medical Systems Inc,3842,106003,NASDAQ,26/03/1990,26/06/2017,30/09/2017
SPB,109177,Spectrum Brands Holdings Inc,3690,103004,NYSE,02/09/2009,31/12/9998,30/09/2015
SPCE,1706946,Virgin Galactic Holdings Inc,4700,103015,NYSE,29/09/2017,31/12/9998,30/09/2017
SPG,1063761,Simon Property Group Inc,6798,109001,NYSE,14/12/1993,31/12/9998,30/09/2015
SPGI,64040,SP Global Inc,7320,104003,NYSE,02/01/2001,31/12/9998,30/09/2015
SPH,1005210,Suburban Propane Partners LP,5900,999999,NYSE,29/02/1996,31/12/9998,30/09/2015
SPLK,1353283,Splunk Inc,7372,101003,NASDAQ,19/04/2012,31/12/9998,30/09/2015
SPLS,791519,Staples Inc,5940,103002,NASDAQ,26/03/1990,28/09/2017,30/09/2017
SPNC,789132,The Spectranetics Corp,3845,106004,NASDAQ,21/01/1992,10/08/2017,30/09/2017
SPNE,1637761,SeaSpine Holdings Corp,3841,106004,NASDAQ,17/06/2015,31/12/9998,30/09/2015
SPPI,831547,Spectrum Pharmaceuticals Inc,2834,106002,NASDAQ,27/09/1996,31/12/9998,30/09/2015
SPR,1364885,Spirit AeroSystems Holdings Inc,3728,100008,NYSE,28/11/2006,31/12/9998,30/09/2015
SPRT,1104855,Support.com Inc,7374,101003,NASDAQ,19/07/2000,31/12/9998,30/09/2015
SPSC,1092699,SPS Commerce Inc,7372,101003,NASDAQ,22/04/2010,31/12/9998,30/09/2015
SPTN,877422,SpartanNash Company,5141,102001,NASDAQ,02/08/2000,31/12/9998,30/09/2015
SPWR,867773,Sunpower Corp,3674,101004,NASDAQ,17/11/2005,31/12/9998,30/09/2015
SPWRB,867773,SUNPOWER CORP,3674,999999,NASDAQ,22/09/2008,05/12/2011,30/09/2015
SPXC,88205,SPX Corp,3540,100001,NYSE,01/07/1985,31/12/9998,30/09/2015
SQ,1512673,Square,7372,101003,NYSE,19/11/2015,31/12/9998,30/09/2016
SQBG,1648428,Sequential Brands Group Inc,2300,103004,NASDAQ,14/08/2003,31/12/9998,30/09/2015
SR,1126956,Standard Register Company,4924,105001,NYSE,05/11/1987,31/12/9998,30/09/2015
SRC,1308606,Spirit Realty Capital Inc,6512,999999,NYSE,20/09/2012,31/12/9998,30/09/2015
SRCE,34782,1st Source Corp,6022,104002,NASDAQ,03/09/1996,31/12/9998,30/09/2015
SRCI,1413507,Synergy Resources Corp,1311,107002,NYSE,27/02/2008,14/01/2020,30/09/2020
SRCL,861878,Stericycle Inc,4955,100004,NASDAQ,23/08/1996,31/12/9998,30/09/2015
SRDX,924717,SurModics Inc,3841,106001,NASDAQ,04/03/1998,31/12/9998,30/09/2015
SRE,1032208,Sempra Energy,4932,105001,NYSE,29/06/1998,31/12/9998,30/09/2015
SREA,1032208,SEMPRA ENERGY,4932,999999,NYSE,02/01/2001,25/10/2019,30/09/2020
SREA,1032208,SEMPRA ENERGY,4932,999999,NYSE,27/06/2019,31/12/9998,30/09/2019
SRG,1628063,Seritage Growth Properties,6500,109001,NYSE,06/07/2015,31/12/9998,30/09/2015
SRI,1043337,Stoneridge Inc,3714,103005,NYSE,10/10/1997,31/12/9998,30/09/2015
SRNE,850261,Sorrento Therapeutics Inc,8731,106002,NASDAQ,19/03/2007,31/12/9998,30/09/2015
SRPT,873303,Sarepta Therapeutics Inc,2834,106002,NASDAQ,04/06/1997,31/12/9998,30/09/2015
SRRA,1290149,ProNAi Therapeutics Inc,2834,106002,NASDAQ,16/07/2015,31/12/9998,30/09/2015
SSB,764038,South State Corp,6022,104002,NASDAQ,28/01/1997,31/12/9998,30/09/2015
SSD,920371,Simpson Manufacturing Company. Inc,3420,100003,NYSE,26/05/1994,31/12/9998,30/09/2015
SSI,6885,Stage Stores Inc,5651,103002,NYSE,30/08/2001,11/05/2020,30/09/2020
SSNC,1402436,SS&C Technologies Holdings Inc,7372,101003,NASDAQ,31/03/2010,31/12/9998,30/09/2015
SSNI,1180079,Silver Spring Networks Inc,3576,101001,NYSE,13/03/2013,05/01/2018,30/09/2018
SSNT,9000118,SILVERSUN TECH,9999,101003,NASDAQ,15/03/2012,31/12/9998,30/09/2015
SSP,832428,The EW Scripps Company,4833,103001,NASDAQ,26/03/1990,31/12/9998,30/09/2015
SSTK,1549346,Shutterstock Inc,7374,101002,NYSE,11/10/2012,31/12/9998,30/09/2015
ST,1477294,Sensata Technologies Holding NV,3823,101001,NYSE,11/03/2010,31/12/9998,30/09/2015
STAA,718937,STAAR Surgical Company,3851,106003,NASDAQ,02/03/1992,31/12/9998,30/09/2015
STAG,1479094,Stag Industrial Inc,6798,109001,NYSE,15/04/2011,31/12/9998,30/09/2015
STAR,1095651,iStar Financial Inc,6798,109001,NYSE,16/11/1989,31/12/9998,30/09/2015
STAY,1581164,Extended Stay America Inc,7011,103015,NASDAQ,13/11/2013,31/12/9998,30/09/2015
STAY,1581164,"Extended Stay America, Inc.",7011,103015,NASDAQ,13/11/2013,16/06/2021,30/09/2021
STBA,719220,S T Bancorp Inc,6022,104002,NASDAQ,21/04/1992,31/12/9998,30/09/2015
STBZ,1497275,State Bank Financial Corp,6022,104002,NASDAQ,23/12/2009,31/12/2018,30/09/2019
STC,94344,Stewart Information Services Corp,6361,999999,NYSE,28/03/1990,31/12/9998,30/09/2015
STE,1757898,STERIS Corp,3842,106003,NYSE,01/06/1992,31/12/9998,30/09/2015
STI,750556,SunTrust Banks Inc,6021,104002,NYSE,30/12/1987,06/12/2019,30/09/2020
STJ,203077,St Jude Medical Inc,9999,106004,NYSE,07/12/1989,18/01/2017,30/09/2017
STKL,351834,Sunopta Inc,5150,999999,NASDAQ,26/03/1990,31/12/9998,30/09/2015
STL,1070154,Sterling Bancorp,6021,104002,NYSE,08/01/1999,31/12/9998,30/09/2015
STLD,1022671,Steel Dynamics Inc,3312,110007,NASDAQ,22/11/1996,31/12/9998,30/09/2015
STML,1264587,Stemline Therapeutics Inc,2834,106002,NASDAQ,29/01/2013,10/06/2020,30/09/2020
STMP,1082923,Stampscom Inc,7389,101003,NASDAQ,25/06/1999,31/12/9998,30/09/2015
STMP,1082923,STAMPS.COM INC,7389,101003,NASDAQ,25/06/1999,05/10/2021,30/11/2021
STOR,1538990,STORE Capital Corp,6798,109001,NYSE,18/11/2014,31/12/9998,30/09/2015
STRA,1013934,Strayer Education Inc,8200,102006,NASDAQ,26/07/1996,31/12/9998,30/09/2015
STRM,1008586,Streamline Health Solutions Inc,7373,101003,NASDAQ,18/04/1996,31/12/9998,30/09/2015
STT,93751,State Street Corp,6022,104001,NYSE,09/07/1986,31/12/9998,30/09/2015
STWD,1465128,Starwood Property Trust Inc,6798,109001,NYSE,12/08/2009,31/12/9998,30/09/2015
STX,1137789,Seagate Technology Plc,3572,101001,NASDAQ,11/12/2002,31/12/9998,30/09/2015
STZ,16918,Constellation Brands Inc,2080,102004,NYSE,17/03/1992,31/12/9998,30/09/2015
STZ-B,16918,"CONSTELLATION BRANDS, INC.",2080,999999,NYSE,17/07/2002,31/12/9998,30/09/2015
SUI,912593,Sun Communities Inc,6798,109001,NYSE,09/12/1993,31/12/9998,30/09/2015
SUM,1621563,Summit Materials Inc,1400,110005,NYSE,12/03/2015,31/12/9998,30/09/2015
SUN,1552275,SUNOCO INC,5172,107001,NYSE,20/09/2012,31/12/9998,30/09/2015
SUP,95552,Superior Industries International Inc,3714,103005,NYSE,03/07/1985,31/12/9998,30/09/2015
SUPN,1356576,Supernus Pharmaceuticals Inc,2834,106005,NASDAQ,01/05/2012,31/12/9998,30/09/2015
SURF,1718108,Surface Oncology Inc,2836,106002,NASDAQ,19/04/2018,31/12/9998,30/09/2018
SVC,945394,Service Properties Trust,9999,999999,NASDAQ,17/08/1995,31/12/9998,30/09/2015
SVMK,1739936,SVMK Inc,7370,101002,NASDAQ,26/09/2018,31/12/9998,30/09/2018
SVT,89140,Servotronics Inc,3420,101001,NYSE,03/05/1973,31/12/9998,30/09/2015
SVU,95521,SUPERVALU INC.,5141,102001,NYSE,01/07/1985,14/12/2018,30/09/2019
SWC,931948,Stillwater Mining Company,1090,999999,NYSE,19/12/1994,12/05/2017,30/09/2017
SWCH,1710583,Switch Inc Class A,7370,101002,NYSE,06/10/2017,31/12/9998,30/09/2018
SWH,93556,"STANLEY BLACK & DECKER, INC.",3420,999999,NYSE,04/01/2016,25/11/2016,30/09/2017
SWI,1428669,SolarWinds Inc,9999,101003,NYSE,19/10/2018,31/12/9998,30/09/2019
SWI,1739942,SolarWinds Corp,7372,101003,NYSE,19/10/2018,31/12/9998,30/09/2019
SWK,93556,Stanley Black Decker Inc,3420,100001,NYSE,01/07/1985,31/12/9998,30/09/2015
SWKS,4127,Skyworks Solutions Inc,3674,101004,NASDAQ,07/09/1984,31/12/9998,30/09/2015
SWM,1000623,SchweitzerMauduit International Inc,2621,110002,NYSE,09/11/1995,31/12/9998,30/09/2015
SWN,7332,Southwestern Energy Company,1311,107002,NYSE,30/12/1987,31/12/9998,30/09/2015
SWNC,7332,SOUTHWESTERN ENERGY CO,1311,999999,NYSE,16/01/2015,16/01/2018,30/09/2018
SWT,93556,"STANLEY BLACK & DECKER, INC.",3420,999999,NYSE,08/11/2019,31/12/9998,30/09/2020
SWU,93556,"STANLEY BLACK & DECKER, INC.",3420,999999,NYSE,10/05/2011,24/11/2015,30/09/2016
SWX,1692115,Southwest Gas Corp,4923,105001,NYSE,30/12/1987,31/12/9998,30/09/2015
SWY,86144,Safeway Inc,5411,102001,NYSE,26/04/1990,09/02/2015,30/09/2015
SXC,1514705,SunCoke Energy Inc,3312,110006,NYSE,21/07/2011,31/12/9998,30/09/2015
SXI,310354,Standex International Corp,3580,999999,NYSE,30/12/1987,31/12/9998,30/09/2015
SXT,310142,Sensient Technologies Corp,2860,110001,NYSE,05/01/1988,31/12/9998,30/09/2015
SYBT,835324,Stock Yards Bancorp Inc,6022,104002,NASDAQ,26/03/1993,31/12/9998,30/09/2015
SYF,1601712,Synchrony Financial,6199,104007,NYSE,31/07/2014,31/12/9998,30/09/2015
SYK,310764,Stryker Corp,3841,106004,NYSE,01/02/1988,31/12/9998,30/09/2015
SYKE,1010612,Sykes Enterprises Inc,7373,101003,NASDAQ,30/04/1996,31/12/9998,30/09/2015
SYKE,1010612,SYKES ENTERPRISES INC,7373,999999,NASDAQ,30/04/1996,27/08/2021,30/09/2021
SYMC,9000119,NVS,9999,101003,NVS,01/01/1900,01/01/1900,30/09/2015
SYNA,817720,Synaptics Inc,3674,101003,NASDAQ,29/01/2002,31/12/9998,30/09/2015
SYNH,1610950,Syneos Health Inc,8731,106001,NASDAQ,07/11/2014,31/12/9998,30/09/2015
SYNT,1040426,Syntel Inc,7371,101003,NASDAQ,12/08/1997,10/10/2018,30/09/2019
SYRS,1556263,Syros Pharmaceuticals,2834,106002,NASDAQ,30/06/2016,31/12/9998,30/09/2016
SYUT,1293593,Synutra International Inc,2020,999999,NASDAQ,21/12/2004,23/05/2017,30/09/2017
SYY,96021,Sysco Corp,5140,102001,NYSE,08/05/1973,31/12/9998,30/09/2015
T,732717,ATT Inc,4813,108001,NYSE,19/07/1984,31/12/9998,30/09/2015
TA,1378453,TravelCenters of America LLC,5500,103002,NASDAQ,01/02/2007,31/12/9998,30/09/2015
TAP,24545,Molson Coors Brewing Company,2082,102004,NYSE,07/09/1984,31/12/9998,30/09/2015
TAP-A,24545,MOLSON COORS BEVERAGE CO,2082,999999,NYSE,27/02/2006,31/12/9998,30/09/2015
TASR,1069183,NVS,3480,100008,NVS,01/01/1900,01/01/1900,30/09/2015
TAST,809248,Carrols Restaurant Group Inc,5812,103003,NASDAQ,15/12/2006,31/12/9998,30/09/2015
TAYD,96536,Taylor Devices Inc,3569,100001,NASDAQ,18/08/1995,31/12/9998,30/09/2015
TBB,732717,AT&T INC.,4813,999999,NYSE,06/11/2017,31/12/9998,30/09/2018
TBC,732717,AT&T INC.,4813,999999,NYSE,08/08/2018,31/12/9998,30/09/2018
TBI,768899,Trueblue Inc,7363,100011,NYSE,01/02/1995,31/12/9998,30/09/2015
TBIO,1693415,Transgenomic Inc,2836,106002,NASDAQ,28/06/2018,31/12/9998,30/09/2018
TBK,1539638,Triumph Bancorp Inc,6022,104002,NASDAQ,07/11/2014,31/12/9998,30/09/2015
TBPH,1583107,Theravance Biopharma Inc,2834,106005,NASDAQ,16/05/2014,31/12/9998,30/09/2015
TBTC,1090396,NVS,7990,103001,NVS,01/01/1900,01/01/1900,30/09/2015
TCBI,1077428,Texas Capital Bancshares Inc,6022,104002,NASDAQ,14/08/2003,31/12/9998,30/09/2015
TCBIL,1077428,TEXAS CAPITAL BANCSHARES INC/TX,6022,999999,NASDAQ,28/09/2012,21/06/2021,30/09/2021
TCBIO,1077428,TEXAS CAPITAL BANCSHARES INC/TX,6022,999999,NASDAQ,25/02/2021,31/12/9998,30/09/2021
TCBIP,1077428,TEXAS CAPITAL BANCSHARES INC/TX,6022,999999,NASDAQ,25/03/2013,14/06/2021,30/09/2021
TCBIW,1077428,TEXAS CAPITAL BANCSHARES INC/TX,6022,999999,NASDAQ,12/03/2010,16/01/2019,30/09/2019
TCBK,356171,Trico Bancshares,6022,104002,NASDAQ,20/04/1993,31/12/9998,30/09/2015
TCDA,1595585,Tricida Inc,2834,106005,NASDAQ,28/06/2018,31/12/9998,30/09/2018
TCF,19612,TCF FINANCIAL CORP,9999,999999,NASDAQ,11/03/1992,31/12/9998,30/09/2015
TCF,19612,TCF FINANCIAL CORP,6022,999999,NASDAQ,11/03/1992,09/06/2021,30/09/2021
TCMD,1027838,Tactile Systems Technology Inc,3841,106004,NASDAQ,28/07/2016,31/12/9998,30/09/2016
TCO,890319,Taubman Centers Inc,6798,109001,NYSE,20/11/1992,31/12/9998,30/09/2015
TCO,890319,TAUBMAN CENTERS INC,6798,999999,NYSE,20/11/1992,29/12/2020,30/09/2021
TCP,1075607,TC Pipelines LP,4922,107003,NYSE,25/05/1999,31/12/9998,30/09/2015
TCP,1075607,TC PIPELINES LP,4922,999999,NYSE,25/05/1999,16/03/2021,30/09/2021
TDC,816761,Teradata Corp,3571,101001,NYSE,01/10/2007,31/12/9998,30/09/2015
